index,created_at,user_id,text,lang,likes,retweets,tweet_id
0,2023-04-12 12:28:28+00:00,1359158439952416771,"スマートフォン 本体

🌈 SHARP SIMフリースマホ AQUOS sense5G ブラック 0300
https://t.co/Z9EYVlzRRi",ja,0,0,1646128148168450049
1,2023-04-12 12:28:28+00:00,825119171683971072,"RT @SarahAl19053988: سافروتوا والا بعد ؟؟🤔

إذا باقي أو حتى سافرتي وتبغين مجوهراتك واكسسوراك مرتبة وما تحوسين بكل مشوار وتكون بمكان واحد 👌🏼…",ar,0,160,1646128146394013697
2,2023-04-12 12:28:28+00:00,1646126136035016705,"RT @reiozono_1st: ˗ˏˋ 先行カット ˎˊ˗

#大園玲1st写真集 「半分光、半分影」ランジェリーカット第2弾が公開されました✨
れいちゃんお気に入りの一枚🥰

#半分光半分影

アマゾン https://t.co/fzU0miIeSw
HMV https:…",ja,0,1423,1646128145836433409
3,2023-04-12 12:28:28+00:00,1383716011921207303,"RT @bokukoui: 「尊敬する人物：布施辰治」などという政治家がいたら、ぜひ投票したいと思うのですが。人権が天皇の恩賜でしかなかった時代に、人権派弁護士をやりぬいた偉人です。こういう人こそ道徳教育で取り上げるべきではないのか。
https://t.co/L8PcmifC…",ja,0,60,1646128145593176067
4,2023-04-12 12:28:26+00:00,1359043664341700612,"流行りです⭐

🔅 アイリスオーヤマ 洗濯機 容量 6kg 全自動 風乾燥 お急ぎコース 部屋干しモード 予約タイマー付 一人暮らし 単身用 IAW-T604E-W 2345
https://t.co/5SeLNahO2X",ja,0,0,1646128139926642689
5,2023-04-12 12:28:25+00:00,1551255084457426944,"RT @aoi_963: 🌸🌸お知らせ🌸🌸 4月27日(木)
㊗️ #椎奈さんの推し事情 単行本3⃣巻発売決定🥳🎊✨

3巻の予約始まっております！
【Amazon】
https://t.co/LXUgeMPNOC

【アニメイト】
https://t.co/eGPogzMCT…",ja,0,30,1646128135317123072
6,2023-04-12 12:28:25+00:00,1490850351720775684,"レノア40％offクーポンでてます🔥
https://t.co/4YDOXw7U9t
✅4点購入で20％off併用可能(16日まで)
✅2500円以上購入でアタック本体貰える
これそろそろ達成したい🔥
4点対象商品はこちら⬇
https://t.co/CQeBoUB4VM
 #ad",ja,4,0,1646128135136755712
7,2023-04-12 12:28:25+00:00,1003911420386439168,"OnePlus 11 5G con 8GB RAM y 128GB de memoria con Cámara Hasselblad de 3.ª generación para móvil - 2 años de garantía del fabricante - Titan Black 

Baja de 849 a 718,97€

https://t.co/XJqwzit0sF https://t.co/JPz6PgFC8r",es,0,0,1646128133618188289
8,2023-04-12 12:28:25+00:00,1246634859734290432,"RT @asuka_newyork: #齋藤飛鳥写真集 5月23日に講談社から発売決定！

アメリカ・ニューヨークで撮影した、齋藤飛鳥6年ぶりの写真集です！

■アマゾン https://t.co/ZPGyj4Dcex
■セブン限定 https://t.co/QNCSy05Ta…",ja,0,2076,1646128132771151873
9,2023-04-12 12:28:23+00:00,1361317681488531456,"ゲーム イチオシ！

■ ホグワーツ・レガシー デラックス・エディション DLCオニキス・ヒッポグリフの乗りもの &amp; 魔法薬「フェリックス・フェリシス」のレシピ 闇の魔術パック 5178
https://t.co/yIWoii2aQU",ja,0,0,1646128127511498754
10,2023-04-12 12:28:23+00:00,1489788858937999362,"HGUC 機動戦士ガンダム MSM-03 ゴッグ  
DjE10

直販一覧:https://t.co/MtQqvok7BK

#ガンプラ
#ガンプラ再販

https://t.co/kDxUT45f2N",ja,0,0,1646128124718112768
11,2023-04-12 12:28:22+00:00,1489788858937999362,"HGUC 1/144 MS-07B3 グフカスタム (機動戦士ガンダム 第08MS小隊)
W5rMI

直販一覧:https://t.co/MtQqvok7BK

#ガンプラ
#ガンプラ再販

https://t.co/jfANrdPscK",ja,0,0,1646128123703074816
12,2023-04-12 12:28:22+00:00,2923571768,https://t.co/vyt3Il4RpO Loot,en,3,0,1646128123103318016
13,2023-04-12 12:28:22+00:00,1327729940335194115,"タブレット 売れてます

〇 アイリスオーヤマ   LUCA 10インチ Android 10 wi-fi対応 32GB 4コアCPU TE101N1-B 2701
https://t.co/u3ATFGBh5r",ja,0,0,1646128122881019905
14,2023-04-12 12:28:21+00:00,1601254907163463681,"RT @Acrossolution: 4/12 #デタラメな美味さ #冷凍ピザ
#RTキャンペーン

公式 https://t.co/xHC8mxaXl2
楽天 https://t.co/AwZ6tR95XA
Amazon https://t.co/KHBZJyYzq7

当ア…",ja,0,1564,1646128118963519495
15,2023-04-12 12:28:21+00:00,75221757,"RT @VideoArtGame: ASUS ROG x Evangelion

ASUS ROG Strix 27” 1440P EVA Edition HDR Gaming Monitor (XG27AQM-G)

https://t.co/AYg1OAtpvo #ad h…",in,0,53,1646128117403246594
16,2023-04-12 12:28:21+00:00,1327585007238475776,"ファッション おすすめ✨

🎈 APIKIE  ストラップレスブラ 紐なしブラ 【ジャンプでもズレ落ちず測定済・三重滑り止め】【体に苦しくない・美胸美背】 脇高 ノンワイヤー  1228
https://t.co/LDC9ri18n9",ja,0,0,1646128116144959490
17,2023-04-12 12:28:20+00:00,1412349907441127426,"え？え？
初回盤AにCry out音源化✨✨
👉https://t.co/mrdUEj4NCg

ユニット曲4曲びっくり

ユニットなら通常で両方欲しけりゃ3形態やね🤭
Amazon一覧
👉https://t.co/0izm5hUMQ9

#iDOME #SnowMan #ad",ja,0,0,1646128114236370944
18,2023-04-12 12:28:20+00:00,1646126136035016705,"RT @reiozono_1st: ⋱  ㊗️ 発売前重版決定  ⋰

#大園玲1st写真集「半分光、半分影」
大好評につき発売前重版決定しました🎉
沢山のご予約ありがとうございます✨

アマゾンhttps://t.co/fzU0miIeSw
HMV https://t.co/…",ja,0,444,1646128112835653633
19,2023-04-12 12:28:19+00:00,1445086764826234880,"Vichy Minéral 89 Sérum Hidratante Fortalecedor 30Ml

                💚💚 r$ 84,90 💚💚

FRETE GRÁTIS para clientes PRIME

Compre na Amazon https://t.co/FvPZo3xhl4 https://t.co/KodwluyKPe",pt,0,0,1646128107361804289
20,2023-04-12 12:28:18+00:00,1251177677194530817,"RT @kinniku9911: 【2023新登場＆PD20W急速充電】 モバイルバッテリー 小型 軽量 10000mAh 携帯充電器 USB-A+Type-C入出力ポート #ad

https://t.co/h2GSrIKppu",ja,0,6,1646128103901757440
21,2023-04-12 12:28:17+00:00,1111015345546883072,"RT @Acrossolution: 4/12 #デタラメな美味さ #冷凍ピザ
#RTキャンペーン

公式 https://t.co/xHC8mxaXl2
楽天 https://t.co/AwZ6tR95XA
Amazon https://t.co/KHBZJyYzq7

当ア…",ja,0,1564,1646128103024992257
22,2023-04-12 12:28:17+00:00,44413866,"No woman ever made a difference by being either quiet or obedient.  Dare to be different.  https://t.co/7t75J1shBF
 #inspiringwomen #kidlit https://t.co/okwnjHkvEz",en,0,0,1646128100000841731
23,2023-04-12 12:28:17+00:00,1520234567436709890,"RT @idol_bomb: 【AKB48ポストカードプレゼント！】
発売中のボム5月号で応募者全員に
ランダムで1枚ポストカードをプレゼント！
#AKB48 #小栗有以 #山内瑞葵
#佐藤綺星 #平田侑希 #山﨑空
詳しくは5月号18ページをチェック！
Amazon▶️ ht…",ja,0,77,1646128099258683395
24,2023-04-12 12:28:17+00:00,1214073662711586816,"予約受付中 アエラ #ad

#AERA AERA

表紙 BE:FIRST #BEFIRST 

SOTA / SHUNTO / MANATO
RYUHEI / JUNON / RYOKI / LEO
ソウタ シュント マナト レオ
リュウヘイ ジュノン リョウキ

滝沢歌舞伎 レポ Snow Man

⏬Amazon
https://t.co/Im3piXdNW5

雑誌 びーふぁーすと
#滝沢歌舞伎ZEROFINAL 26",ja,0,0,1646128099141246976
25,2023-04-12 12:28:17+00:00,3123563883,"RT @aoi_963: 🌸🌸お知らせ🌸🌸 4月27日(木)
㊗️ #椎奈さんの推し事情 単行本3⃣巻発売決定🥳🎊✨

3巻の予約始まっております！
【Amazon】
https://t.co/LXUgeMPNOC

【アニメイト】
https://t.co/eGPogzMCT…",ja,0,30,1646128098956685313
26,2023-04-12 12:28:16+00:00,1331983503961989121,"オススメ ペット用品⭐

🐰 【限定】デオトイレ 猫用 トイレ 快適ワイド 本体セット シルキーホワイト おしっこ ペット用品 ユニチャーム 6630
https://t.co/LQVWAEt0Qg",ja,0,0,1646128098205913093
27,2023-04-12 12:28:16+00:00,2891400440,"RT @BTSMerchUpdates: Calvin Klein Men's Relaxed Fit Monogram Logo Crewneck T-Shirt

LINK https://t.co/o04MES4IGh #ad 

Pic from CK China ht…",en,0,399,1646128095001190402
28,2023-04-12 12:28:16+00:00,1646126136035016705,"RT @reiozono_1st: #大園玲1st写真集「半分光、半分影」
発売まで

⋰

あと7日✨

⋱

アマゾン https://t.co/fzU0miIeSw
HMV https://t.co/3DRUFRYq7I
楽天 https://t.co/m7ZOS1Esk…",ja,0,376,1646128094821101568
29,2023-04-12 12:28:15+00:00,1568117608842657792,"4月12日
【Amazon本・雑誌BEST20 第20位❗】
クイック・ジャパン166
https://t.co/wixq6k5YzC
#amazon",ja,0,0,1646128093428318208
30,2023-04-12 12:28:15+00:00,1623652175250599936,"$AFRM Potential 100% runner in the making. https://t.co/TZl9ePwipU

$SPY $TSLA $SHOP  $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW  $FCEL $TRIP $BYND $MRNA $NOK  
$HPIL $ENZC $NSPT $HMBL $FBCD $EEGI $VYGVF $AMC $GME $ADA $DOGE $COIN $ETH $RITE https://t.co/1ux9GoAd7G",en,0,0,1646128090958172167
31,2023-04-12 12:28:14+00:00,1600366827359477761,"USA STORE ONLY:

VALENTINE SPECIAL 

https://t.co/kiOsxQPrTz

#valentine #love #valentinesday #valentines #valentineday #valentinegift #gift #valentinesgift #valentinesdaygift #happyvalentinesday #heart #giftideas #fashion #flowers #chocolate #instagood #anniversary #wedding",en,0,0,1646128090182037504
32,2023-04-12 12:28:14+00:00,953723142,RT @RGosuss: 🟢 Para los que estáis interesados en la RG35XX os muestro un poco como se ve la pantalla. A mí me ha dado la vida para jugar e…,es,0,24,1646128087539523586
33,2023-04-12 12:28:14+00:00,1502687478830215171,"グフカスタム買えたああ！！
https://t.co/EfckUBDro6 https://t.co/gy4FDn6Umu",ja,4,0,1646128087250391040
34,2023-04-12 12:28:13+00:00,1217076230622593024,"RT @siesta369: クルーズ旅行

クルーズ旅行初心者から経験者まで、幅広い層に向けてクルーズ旅行の魅力を紹介しています。クルーズ旅行は、太陽と海と風を感じる贅沢な旅であり、本書を読むことで、その魅力を存分に味わっていただけるはずです！
4/16まで無料です♪
htt…",ja,0,111,1646128084213714944
35,2023-04-12 12:28:12+00:00,1455163404746772481,"RT @yumemi6v: 【岡田准一雑誌情報】
4/24「月刊スカパー!」
表紙・特集：岡田准一
主演映画『最後まで行く』が公開となる岡田准一にインタビュー

楽天ブックス↓
https://t.co/72LghFhHg4
Amazon↓
https://t.co/AeM1I…",ja,0,11,1646128080724049920
36,2023-04-12 12:28:11+00:00,1426925562619064327,"【4月12日 本・雑誌ランキング 第5位❗】
おでかけ子ザメ3
https://t.co/fgzIRCm7f6
#amazon",ja,0,0,1646128076445863936
37,2023-04-12 12:28:11+00:00,323214799,RT @WFS_JP: 4/21発売【WFS98号】さいたま世界選手権を速報するWFS98号の表紙は、㊗️日本ペア初の金メダルに輝いた三浦璃来＆木原龍一組です。3組のチャンピオンの戦いに加え、村元哉中＆高橋大輔組、友野一希選手の単独インタビューほか国内外の注目選手が満載！四大陸…,ja,0,582,1646128075602808835
38,2023-04-12 12:28:11+00:00,1164368712096333824,RT @nysalor: 特殊詐欺じゃん・・・（勲は42師団） https://t.co/V17b7dnRVP https://t.co/5yduWtZuXZ,ja,0,2027,1646128074285789184
39,2023-04-12 12:28:11+00:00,1566961933030682625,"あぁぁ、、 #祈りのカルテ 最終回でもう諏訪野先生ロス😭
続編あったらいいなぁ🌸

📀 https://t.co/euCK9XnQNI
『祈りのカルテ～研修医の謎解き診察記録～』Blu-ray
【先着特典】
オリジナルクリアファイル
Amazon #玉森裕太 #Ad",ja,0,0,1646128073866133504
40,2023-04-12 12:28:10+00:00,1217076230622593024,"RT @siesta369: オンオフRPG

RPGファンなら、ぜひ一度は読んでいただきたい、オンラインRPGとオフラインRPGの違いと魅力について！自分に合ったゲームを選ぶことで、より充実したゲームライフを送りましょう♪
4/16まで無料です♪
https://t.co/Y…",ja,0,126,1646128070087286784
41,2023-04-12 12:28:08+00:00,1310813394161729538,"Hanako (ハナコ) 2023年 05月号

カバー #TravisJapan

楽天ブックス・タワレコ他
https://t.co/rVTkVHIqma

Amazon
https://t.co/8krLAmmTyI

#ad",ja,0,0,1646128064592740352
42,2023-04-12 12:28:08+00:00,1260862882226466818,"疎経活血湯 エキス錠 180錠を、販売中。

※そけいかっけつとう 

腰痛、筋肉痛などに効果があります。

【第2類医薬品】「クラシエ漢方」

https://t.co/JKAw7ii5HK",ja,1,0,1646128062399123456
43,2023-04-12 12:28:07+00:00,1214073662711586816,"予約受付中 5/2

なかよし 2023年6月号

表紙 遠山えま
魔女メイドは女王の秘密を知っている

ふろく グッズ ちいかわ
なんか小さくてかわいいやつ
ちいかわひゃくめんそうトランプ
ハチワレうさぎモモンガくりまんじゅう
限定デザイン

⏬Amazon
https://t.co/ADGJ48wUgb

雑誌付録 #ちいかわ #ad 26",ja,0,0,1646128060335542274
44,2023-04-12 12:28:07+00:00,1438468976476966916,"RT @KitagawaseikaN: 🍩😀好評Web販売中😀🍩

信州の贅沢な素材を使用したこだわりスイーツや冷凍ドーナツ、当社自慢のドーナツやゼッポリーネ等とびきりグルメが盛り沢山😄

●公式ショップ↓
https://t.co/XfDnCQ7Pt5

●アマゾン店↓
ht…",ja,0,484,1646128060130037760
45,2023-04-12 12:28:06+00:00,1455163404746772481,"RT @yumemi6v: 【岡田准一情報】
岡田准一主演映画「最後まで行く オリジナル・サウンドトラック」5月17日発売決定！！

予約開始！

楽天ブックス↓
https://t.co/MUFVloDjpN

Amazon↓
https://t.co/UjLsYnw1px",ja,0,10,1646128056829116416
46,2023-04-12 12:28:06+00:00,1358325084302180355,"RT @asuka_newyork: #齋藤飛鳥写真集 5月23日に講談社から発売決定！

アメリカ・ニューヨークで撮影した、齋藤飛鳥6年ぶりの写真集です！

■アマゾン https://t.co/ZPGyj4Dcex
■セブン限定 https://t.co/QNCSy05Ta…",ja,0,2076,1646128055080071168
47,2023-04-12 12:28:06+00:00,1632805354869342210,"⚡️ OFERTA RELÂMPAGO AMAZON
📙 Fence Vol. 1 + Brindes (30% OFF) - de R$ 49,90 por R$ 34,90

📎 https://t.co/bo8aNLWkj6 https://t.co/tqaoCEKFme",pt,0,0,1646128054647812096
48,2023-04-12 12:28:05+00:00,742788445,"RT @bijinhyakka_jp: #JO1 さんに伺った〝美人とは〟をチラ見せ✨

【 #大平祥生 さんが思う「美人」って？】

「常識がしっかりあって、自分がどう見られているかをちゃんと把握している人。（中略）最終的に美を左右するのって、マインドなんじゃないのかなって思…",ja,0,1935,1646128049803649024
49,2023-04-12 12:28:05+00:00,1341517979813441536,"売れてます！

🎵 PlayStation 4 ジェット・ブラック 500GB (CUH-2200AB01) ゲーム 7601
https://t.co/aRdfvnaoPz",ja,0,0,1646128049711370241
50,2023-04-12 12:28:05+00:00,797625058151821312,"RT @pricedropusmode: 👉 Attention shoppers! on https://t.co/EKIktaF3H2!
Price just drop from $34.91 to $20
43% discount

#discount #ads #dea…",en,0,1,1646128049337913344
51,2023-04-12 12:28:04+00:00,1401898243382923268,"RT @curryNOprince: ／
カレー倶楽部ルウ ほうじ茶カレー
ラヴィット！にて全国放送記念
#プレゼントキャンペーン
＼

宮崎ご当地カレー
チキン南蛮カレーセット

3名様にプレゼント
https://t.co/vZIzfdEsD6

応募方法
1.@curry…",ja,0,1187,1646128046754398212
52,2023-04-12 12:28:04+00:00,1080789472331980800,RT @Anime_Voice: 『声優グランプリ 6月号』予約開始 https://t.co/XhmkvyUKv6 #ad 5月10日発売！表紙：楠木ともり／アナザーカバー：鈴木愛奈／「五等分の花嫁」花澤香菜・竹達彩奈・伊藤美来・佐倉綾音・水瀬いのり／大西亜玖璃／指出毬亜／夏…,ja,0,143,1646128046423019522
53,2023-04-12 12:28:04+00:00,1404101526470094858,Check this out! https://t.co/1qLEB8AFL9,en,1,0,1646128046020366337
54,2023-04-12 12:28:04+00:00,1003911420386439168,"iRobot Roomba i7+ - Cepillos sin pelos de mascotas que no se enredan - Navegación inteligente - Recarga y reanuda el trabajo - Control por voz - Selección de zonas o habitaciones - Autovaciado 

Baja de 1199 a 598,99€

https://t.co/lX7U7tXQ6A https://t.co/k9aIPf1vi4",es,0,0,1646128046003437568
55,2023-04-12 12:28:03+00:00,4382696652,"RT @asuka_newyork: #齋藤飛鳥写真集 5月23日に講談社から発売決定！

アメリカ・ニューヨークで撮影した、齋藤飛鳥6年ぶりの写真集です！

■アマゾン https://t.co/ZPGyj4Dcex
■セブン限定 https://t.co/QNCSy05Ta…",ja,0,2076,1646128041964494850
56,2023-04-12 12:28:03+00:00,922798177,RT @URDailyHistory: 12 April 1869: The U.S. Supreme #Court in a case regarding #bonds sold by Texas during the U.S. Civil War ruled that #T…,en,0,14,1646128041305731079
57,2023-04-12 12:28:03+00:00,1588015211331858432,"#KingandPrince のポケットKing&amp;Princeファンはマストです😂
購入してない人買いです😌☺️
激ヤバのお蔵出しショットも収録😁🎉

👉 https://t.co/JNacu1vmei 

#キングプリンス #キンプリ
#平野紫耀 #永瀬廉 #髙橋海人 #岸優太 #神宮寺勇太 #岩橋玄樹 2023/04/12 21:27:54",ja,0,0,1646128040777510912
58,2023-04-12 12:28:03+00:00,108826629,RT @obenkyounuma: レモンだけでなく、オレンジもマフィアの権益で、しかしあまりの需要の高さに自国栽培に急速シフトし、作りすぎて余り、そこから需要促進のため「健康のために、生搾りジュースを！」という大々的なキャンペーンになっていく。https://t.co/xrN…,ja,0,223,1646128040198676480
59,2023-04-12 12:28:02+00:00,2360121187,"PlayStation 5 Bundle with God of War, only $509! ($50 off!)
https://t.co/4asML51MV6       
 
2 Bar Stools, $99.99!
-- Use promo code; 2HDIS9CJ
https://t.co/QNJTYNm2fk

12-Pack 16oz Mason Jars for $16.70, reg $43.40!
Coupon PLUS Code FKD50LSD
https://t.co/Kj1k4txLh4 https://t.co/IdJ8gKMTky",en,1,0,1646128038877249536
60,2023-04-12 12:28:01+00:00,2360121187,"Things They Don't Teach You in School Party Trivia Game for $13!

https://t.co/sg0KeYTfJW https://t.co/IbvFoFLcI2",en,39,3,1646128034934673408
61,2023-04-12 12:28:00+00:00,1635960054175129601,"@darrengrimes_ @elonmusk Hello, Darren Grimes Sir :)
I have a Samsung Galaxy Watch for you.
You may Like :)
https://t.co/0aJ0QybQKF",en,0,0,1646128031017181184
